id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,6.875430079488181e-32,3.026872897215287e-52,2.125280819245613e-19,0.386359854032631,1.5409088897737213e-149,1.0302972486216972e-37,8.503764347390148e-19,2.2854627903824774e-41,8.131039510897652e-32,6.382871600161721e-75,1.8816355209663144e-23,1.948118574091073e-55,1.0683288870510891e-30,3.16971287704832e-30,2.5137444001853428e-49,2.621102482408541e-118,1.0225663123156712e-52,1.1340282051126332e-37,5.3227157116502224e-45,2.1781135452268066e-18,5.850864688963965e-30,2.68968433499229e-23,6.72326736445027e-16,2.497717382075019e-34,3.961387485010504e-36,1.6792542928260274e-26,6.975485416192963e-09,1.983104233413456e-30,5.129787312144113e-29,3.277052579224542e-28,5.311034355649568e-16,1.5085025624532867e-07,5.996094880411071e-38,8.31146549096298e-34,6.3352091606885445e-21,7.57710730649472e-75,8.812671239916138e-05,8.632249822552471e-39,2.135284592956528e-41,3.444333890007028e-23,1.3599769579419978e-23,2.4592756663823627e-23,8.843520070736069e-79,4.221358560875382e-08,6.829058400571856e-63,9.698752773250346e-25,0.6055542699013083,3.4616551313363118e-40,5.425880928830333e-28,1.3428287487726534e-34,1.1432155013100947e-06,0.0012562348279055431,2.307897278208437e-12,1.2831833314864934e-10,2.6948814861674414e-11,9.271527508090934e-13,0.00026419423805187876,4.006617333783068e-72,1.7628655308689654e-15,5.893513922741566e-36,1.1788661262224849e-48,8.742298564704215e-59,2.1639249688858732e-39,3.603806070723511e-79,9.74515900699017e-31,3.472569350909343e-26,2.2550684088705714e-37,6.914965959925275e-21,7.939902833920872e-10,0.0064745963258673435,8.912015468489434e-15,2.3299855544103012e-49,1.164484347435615e-50,9.46707855194733e-16,5.4710840983055205e-28,4.285078006461992e-32,6.8859407824848e-19,1.5912451858196795e-16,5.620284929314151e-37,3.53208493375138e-07,4.684969221996665e-22,1.36593589512041e-19,2.0168520390195905e-46,5.097373367739123e-15,1.578328584176838e-42,5.036637174161473e-24,5.545326252257766e-16,9.546645575806544e-07,1.2824263359774086e-46,8.867235794413447e-85,1.6303402925862424e-30,1.7726465063372024e-63,3.1712980602173094e-30,3.8055421251642985e-21,1.1434713749882447e-14,3.256755335104959e-59,7.188137870934467e-08,5.110413899857707e-41,5.572879299844352e-14
7,2.253358593847816e-32,2.2339028325253693e-60,6.783044907142958e-27,0.006802385436056048,2.9728044740382524e-163,3.198392957368806e-33,5.304020309242848e-20,7.605003408903903e-45,4.39789849275791e-36,7.312331554594801e-79,1.3250466250561665e-31,3.549504471893275e-55,1.148959292637026e-31,6.650193625753527e-25,1.1361473749265148e-61,1.3719316650583371e-118,5.028719403895017e-62,7.214749977868757e-30,7.007934280427931e-61,1.7099731847169308e-09,6.264617263111007e-27,8.682316318228359e-31,1.614769718510453e-26,2.5767892621090583e-44,4.14055432051491e-46,4.3103905950930655e-44,5.980091655755713e-15,3.6824883184877614e-45,1.902954514178007e-36,3.890189477586881e-32,1.3735701732044475e-28,5.1883546799070855e-14,1.6409003586453768e-48,1.0891461697648382e-45,2.2097127809840183e-34,2.3913661248764522e-92,5.536154459308244e-15,2.6413388465995343e-55,1.724322263894914e-60,5.496061962236692e-32,1.319441683106975e-37,3.2909625285459903e-25,2.1391889518859447e-88,6.728721474229004e-18,2.414720508533753e-72,3.536457445989837e-30,0.7323231294343252,4.6450208346752814e-36,1.904343801024501e-27,3.046385748694509e-42,2.4004160259493107e-07,7.307373774277458e-08,2.2220624684890247e-07,7.873424565698089e-10,3.1029588751138134e-11,0.0009964513437268265,0.2598769585078493,2.6292783701206806e-84,4.652457339372118e-22,7.7015163986312555e-34,5.948475571701408e-63,1.74601673339035e-84,2.5334945274530763e-55,1.6132301491826413e-67,2.9330554731781114e-31,1.4475497370149586e-26,2.2416278156675787e-44,1.481615938313207e-23,3.057540767478498e-17,5.370723065328085e-07,6.413820860533975e-21,8.18268300016446e-54,1.049503662113799e-45,5.119629404516582e-26,8.176871477950452e-25,1.3548858463018187e-34,1.6062014233534964e-18,8.175732344212469e-31,2.074858616517439e-24,7.439265371290211e-16,6.449943153568207e-22,2.930840280319813e-19,3.2358600240624333e-40,1.6032975564951382e-10,4.422765579376158e-29,5.8969617936780015e-31,2.482112795445744e-13,1.95087524270441e-10,1.3486654980506762e-66,1.020632992051117e-90,1.1072406515987422e-47,3.4551353360928085e-74,5.898855764140631e-25,4.877947682932221e-25,4.885745432176787e-15,1.9757929975791837e-62,8.452828095440903e-19,1.1595670491525947e-56,6.922843717383774e-14
9,0.08566683206601972,0.08566683508541041,1.4419743677268492e-36,1.3924881969221997e-32,4.396809552553223e-58,1.2369830983426423e-37,1.329752709472819e-36,1.4132435429979485e-11,0.08566683508541037,0.08237757041054965,1.5036109515296607e-20,0.08566683174169848,2.1996734926386695e-34,0.08566398117754623,4.808593690175879e-23,4.0078792722198015e-104,0.08566682294848985,2.4830504829525283e-28,6.607707483378327e-64,0.08566683508523489,3.6339412261562694e-06,8.963265436104144e-69,3.989586790094752e-70,2.061550803167094e-94,8.049815014169842e-110,2.5948003998817895e-79,0.0856668350850664,5.625109769865047e-87,1.8004551348560937e-68,4.121658348457552e-70,1.1980863493351104e-67,2.7539406161092863e-30,1.1200038590300391e-55,3.018576192419975e-48,1.0705477089123562e-78,8.197921822009502e-59,7.483303222715125e-51,3.119933155664387e-88,5.3718097115760606e-98,6.339107371407305e-59,2.2552390358763306e-59,2.3750246749019787e-12,3.3405953938732894e-126,3.3578976753414114e-56,2.70853730362668e-86,1.6898750984627287e-54,2.0916863361455734e-31,0.08566683197981943,0.08566683507146619,0.024422128057778686,4.484755778838103e-38,2.398029396282416e-39,4.400824673087232e-48,3.445906163377012e-34,2.554660296500982e-14,7.923292903422329e-35,2.591301644318773e-25,2.372190243526186e-129,5.70685708735193e-31,4.66119196993646e-60,6.947244986934949e-89,1.431538493221065e-96,6.647367111010595e-84,7.296856149648256e-93,3.06362541975873e-46,4.3095236933311126e-20,5.738191932686595e-78,3.207793691419471e-70,6.372842967137821e-30,1.6349394861580223e-27,4.843153260006594e-50,7.027084864783855e-63,1.1271730643879004e-88,9.062260088587988e-29,9.612117181961181e-07,1.7306001379272068e-31,4.926263556369644e-19,5.166547404533226e-62,2.451341915796099e-41,9.49623035388638e-56,1.3241336039098905e-26,1.8497565646441426e-53,5.786132572557877e-76,5.049804786585183e-37,2.204592988080168e-43,2.247680197174572e-16,1.3158781834017326e-40,7.373839790016855e-30,7.231385431677497e-84,3.1734203240638976e-48,4.52982641104354e-58,2.182600727444807e-93,4.699824116145333e-28,5.778555609727005e-20,0.036413354737209434,1.538655202080214e-07,1.2204679281597723e-65,3.302777879934156e-114,0.00011672243330242684
12,1.5364556692912902e-16,5.0787922692949773e-26,4.700481900285548e-50,1.6653333233599978e-18,3.3183969993350823e-87,6.717009209903354e-77,3.3891851949103367e-71,9.936172069545714e-19,0.14297128816026167,3.7946283504645306e-68,2.6637227191977017e-11,8.209262011412204e-07,6.456318749142763e-11,2.759219528553458e-12,8.616134387602293e-23,2.3204582183520588e-144,0.1425870849913222,1.0277706372442045e-18,2.7947541175817416e-39,1.3761861706073075e-20,4.4879911757514476e-17,2.782760360300056e-45,1.985022802562364e-46,1.0187197423083188e-47,2.2084332635743558e-72,1.5781156592323195e-51,6.373684102268381e-05,9.448061056686714e-52,3.277790486445892e-58,4.083799566840282e-61,5.3328969231064343e-51,4.6500173549054336e-35,3.051132790919099e-72,1.7782707240785144e-87,2.758066327825878e-52,4.322685277986718e-76,5.375234741659191e-44,2.3746367703245363e-69,1.6867058481021263e-78,2.3162460948347273e-52,3.697780106710674e-64,4.964372111573015e-21,3.775987763997463e-97,1.586113882200754e-23,5.9426587898997385e-65,9.05245754514777e-83,1.5767741455336966e-33,8.21499197161298e-22,0.14296988113629047,0.1429714347819759,4.765051687550384e-29,1.8379248825361183e-44,4.027822691388922e-29,2.0852144209617816e-18,7.879325970513872e-32,2.8125932690391177e-31,3.290668222488284e-27,4.043360594448148e-98,3.384941274397161e-27,1.2918068203985887e-85,3.3715815965774627e-68,2.6510767895609344e-103,1.0436909765013022e-53,6.7166798786817636e-136,5.275868966320293e-37,3.544511664840969e-49,8.279153150915851e-56,4.77448312020737e-59,3.139075624120121e-41,1.4330787921579029e-21,8.34013118303917e-44,4.264841903213707e-97,5.0674832803049006e-82,3.208522289230897e-15,9.618429886432928e-24,3.8933545231497234e-50,2.109347854105468e-53,4.4601100164102327e-41,1.473013088473589e-82,7.95222586812692e-35,9.915034196545496e-63,7.270560953401613e-37,7.685859541745619e-110,1.1501276588173248e-35,9.236163482253034e-52,1.5821748288776412e-31,5.735596360526919e-27,8.351811408882299e-34,1.069531664345639e-73,4.490944457352119e-22,6.98941236904152e-58,5.817351568661847e-54,4.067228317008907e-28,0.14297142948202735,0.14294015482230962,0.14252416876462598,7.725381538331873e-23,4.0423302064480514e-70,2.602557183182007e-18
13,0.05869146604706429,7.07443046218545e-30,8.365289554232979e-51,1.0067682148193641e-17,9.863569088754023e-134,1.3306891596766676e-41,2.7844960988470913e-31,3.2353917812341985e-14,0.23532571253869547,6.74668028002707e-55,3.0033161444527853e-16,1.5720758659618722e-30,1.427002568450949e-15,1.7779812066383322e-11,1.3708033896438538e-33,2.636620038111987e-100,6.229380157142919e-25,1.3269906934216051e-17,1.646862845605442e-39,4.910335652128639e-06,0.235325712015901,1.795928161140236e-72,5.267337607151658e-44,3.1846023517656987e-96,1.203843483998864e-95,1.0847401503300676e-68,1.7587339735632915e-09,1.4306293005374e-57,9.967580543984817e-55,3.286022710148745e-56,1.094803919240739e-69,1.7891721116545374e-38,7.80238633433604e-88,1.0138757283713566e-63,2.8630383597160173e-67,2.724142141429152e-23,9.14301223635923e-50,1.2389007871731174e-91,1.8563603236248261e-90,1.2586231262229694e-58,5.415563656404493e-66,6.645426989348318e-07,7.850184424480716e-92,1.4647034479467883e-62,1.2017991608636631e-57,3.599109651468952e-73,1.0633654186253067e-32,4.5610629169109865e-28,1.2479893190647229e-12,8.114887872548177e-29,2.8777824950403973e-31,2.226389876485872e-34,8.485480132803023e-38,4.1714818241877545e-26,2.4452564647424596e-25,5.747511664976074e-19,3.401927799920016e-24,1.0998713205657973e-114,3.66956136225849e-28,7.034252150777409e-58,8.958017301285534e-98,9.647012697472006e-75,4.400969571753788e-57,1.7911202760552465e-61,9.994178880974845e-52,7.954105713987143e-35,4.2977103960342593e-48,5.464058652109742e-50,7.191234233048615e-31,1.0363692653021177e-24,1.4271922158106098e-56,1.1971622444427193e-70,8.364279401638308e-78,5.736183565706378e-34,1.0732809125655215e-07,1.3679396810654605e-43,1.1486498222654772e-32,2.8651367980011664e-54,4.5483458207674825e-24,1.1588911394298622e-60,7.30923601506279e-29,2.6964704889350986e-36,1.1656331775059517e-53,2.402757779215874e-21,1.2777124994606482e-54,6.520915777350726e-48,8.375470211236378e-32,2.1737272459405877e-37,2.0654946798779314e-88,1.7396435344467034e-45,3.1231472561972515e-33,1.5104679591232721e-62,1.6711265273872966e-41,0.23532571296542484,0.23532571244867612,1.3984717237256638e-24,9.171031550618064e-67,1.5963506100866182e-76,3.899970034384088e-21
16,5.097540752773383e-21,1.974359294834386e-95,1.1311451955932945e-32,0.015440768795689562,2.661660560453818e-209,7.20965046051694e-47,3.203000875263163e-47,4.8983469351264546e-39,2.854801583297714e-43,1.4606640085414905e-120,3.5660640591578344e-16,4.945607419617476e-81,4.2862256199230605e-45,3.347708975093065e-48,1.7697904913774323e-89,1.7664193392094888e-106,1.337971370557403e-74,1.42647604104424e-20,2.7632826217118325e-28,1.2026450585192411e-50,1.1847590613271247e-29,2.1255673072174558e-42,7.678200246367047e-35,6.882455965396321e-41,1.5498820387843578e-52,8.26143627071398e-45,6.350481250443887e-31,5.797412392318501e-20,1.0929412263045676e-35,1.5952412237848714e-45,9.66124958596522e-34,2.4904660661961115e-15,1.2823893712604916e-49,5.9368412821724695e-43,4.620883016688407e-30,1.9481443607725633e-81,2.4144563484908424e-18,3.366063221599306e-56,5.349107503329367e-52,1.3454909897834158e-31,2.4016866866005514e-47,7.647609093818642e-35,9.872099473580011e-61,7.451705929008791e-26,4.355663994088874e-51,1.4854564169295948e-27,0.0015206900237999899,3.4113598080342473e-79,4.601256703692242e-47,2.5467549366861683e-34,1.520166506961252e-08,5.25034855837129e-07,1.6058166279438447e-09,2.2914424377799747e-19,2.971748853783593e-12,2.5947829543405594e-15,2.221912819299795e-18,7.283947521273137e-76,0.04457087647667565,8.130433846135943e-50,1.888832764415681e-59,4.91817342769805e-46,3.14875345408496e-36,2.5028241207752136e-102,1.1593562785327138e-30,1.2922259320540836e-24,5.229603547812056e-32,1.7538795824425224e-36,4.877198754791346e-08,0.9384667035326005,2.3018610729056876e-25,4.071572548969589e-74,7.7885574539695165e-56,1.16285887017098e-16,2.1752557159836636e-25,6.745480042015933e-41,2.025753029226139e-26,9.136253452555895e-36,1.965618925133841e-66,1.376419518722213e-14,4.586003402444824e-44,6.484263779300475e-13,8.392689281443423e-66,3.74683419154875e-08,1.7372007260819485e-28,3.2335234845096643e-49,3.3308492727774665e-07,1.066613200578497e-16,2.6207048786605767e-37,6.885427601095938e-67,1.3145756013633436e-25,3.7987140425351233e-41,9.537887099672002e-28,6.52316319993484e-20,1.6695309521670067e-16,2.475962570765807e-71,4.571692726687905e-20,3.595241817119898e-36,5.835591436091504e-41
19,3.436744329792295e-23,4.9166279232766804e-73,1.81231909903149e-36,0.9993470293208546,5.0809493181964073e-194,5.618583703051719e-48,1.4192197035654245e-38,1.647449102025499e-39,3.995374727287068e-37,4.624955093918572e-90,4.480162247393664e-26,2.6114746657912208e-70,5.457256834787905e-27,8.497482699310324e-40,8.238738536021118e-76,5.275510845558078e-116,1.3528250430644096e-60,7.494261824830827e-35,1.2334533921585197e-39,2.9269180009453405e-22,3.460381412328008e-33,3.673928131601397e-37,3.6886787217410215e-25,3.4936343184636956e-35,1.8792436459624077e-40,5.316510131409215e-41,1.688350023268465e-13,2.6339493807289213e-43,1.7298554550083972e-44,5.309732835471985e-44,2.62754691743445e-32,2.8595417586865655e-21,5.2754068868682e-47,3.7003848624249023e-47,1.9946347206065057e-40,2.0803387624773978e-101,2.2142602366536568e-17,8.634925112447253e-58,6.450939345630677e-59,5.042126660765649e-36,1.77047762185899e-42,6.29816222703513e-25,5.7653605934387997e-92,3.186880227501562e-15,1.0996921092245203e-68,1.8221703962758754e-37,2.512158904302514e-06,3.2772628294974916e-48,2.0896402301834143e-30,2.450590548165817e-37,1.4598498080775894e-07,3.4366221921831254e-11,1.0055046570413307e-14,7.010559400116506e-11,1.241183459524688e-07,1.972102219883517e-12,0.000618870680343567,1.3658843962813462e-89,2.1022772175280309e-22,1.363669878488478e-23,5.159409680662047e-56,2.0067921774322534e-67,1.1169445740885048e-46,3.852031924086085e-74,8.59946412902247e-30,7.452071489702855e-22,4.069761014648712e-47,2.2561265957147816e-22,2.854302606506295e-14,3.068177356793446e-05,4.989531349309085e-08,8.186407639627323e-46,3.811104026151839e-36,2.417967247795878e-26,4.1276344746238536e-30,3.9301496846291356e-29,1.2013448938276443e-14,2.862696474793129e-26,8.450789244253536e-38,5.239814197982716e-21,2.0185829859708226e-30,1.303707828771019e-26,2.183990846722158e-38,8.119191931317228e-12,3.7199438306251986e-34,1.1865574205330921e-27,1.4049149945506897e-07,4.4546054135163156e-07,9.664405113176279e-58,1.562396830840348e-84,9.667628858783805e-38,2.3969082559140744e-67,1.0730549828749929e-38,4.9417440657673755e-22,8.619562394962756e-13,5.948580130348172e-56,8.124338700136559e-16,5.912845445326641e-53,4.089493944413598e-18
23,9.209514945557247e-63,1.1931889540057894e-80,2.508829388598738e-13,6.888728044333989e-20,1.805945386346778e-139,4.243034826553875e-29,4.896788475560878e-44,2.863539446686483e-75,8.66025093661968e-62,2.4288189873293818e-116,4.02176143621795e-15,6.337909510867339e-78,7.090423829919846e-85,1.6258337108713782e-72,4.011534341574595e-106,1.0771231411316127e-53,1.3712331101701007e-53,3.1915192916561284e-78,1.5296189187025255e-43,1.0995713668885452e-56,3.928447737837066e-58,1.496946883107133e-09,0.005689324449938193,7.284038785708624e-25,1.2546417201896586e-34,1.5480146483224436e-19,2.4172576831754e-46,3.2155360925017246e-26,2.249188295210133e-08,0.008564207028296017,1.6995068658646993e-08,4.082289690284445e-07,1.9726891272821214e-56,1.1296986495401702e-50,1.0237798547731587e-11,1.4721419539597717e-90,0.0012238422229335897,7.324935182714098e-34,1.0314687568357196e-37,3.171762917395501e-11,1.0069451334781547e-08,1.3754824845244574e-98,7.030375790644253e-60,1.2437018286001141e-08,1.4161032832073528e-54,2.7204258397907797e-63,9.664251100384678e-30,2.8411164773383223e-87,9.214366129480701e-90,2.831006032403361e-43,2.0292697009903944e-30,4.502356117274839e-29,2.8703544738202354e-37,4.258738297236863e-49,1.624697016238248e-41,1.3217410296320392e-14,2.2552844832152522e-13,1.4944045737022774e-66,1.835683530905134e-42,6.792014271097695e-60,1.1161780325062314e-63,4.6754213487104494e-58,3.137229233627681e-48,4.61193538145805e-104,4.362100548999428e-31,7.640331522194907e-57,1.1479400860949437e-26,0.1215247774200194,2.11934141455203e-12,5.73025094741184e-11,0.027698978619494045,1.3851393886838145e-78,4.948841056349788e-18,1.619853465873969e-05,1.1587455249564418e-75,3.755640567337509e-68,2.6797723980528217e-39,5.7063213446023265e-16,1.579717818198698e-64,7.465708284985822e-23,5.321742788706433e-55,8.430293390311494e-14,1.6499949452899697e-77,5.200440471802707e-43,4.052879145494067e-43,4.1819401383103866e-69,1.1430157922973577e-32,0.04657598888332976,1.8679449490571013e-22,6.286895970075019e-81,1.4309355256349775e-25,2.7723814326162575e-116,1.233451390090684e-23,6.653303457307962e-37,2.163702739236867e-37,1.1014881782482107e-70,0.7887062110200374,1.250152045228868e-56,7.787523362440969e-37
24,9.15413683040985e-24,1.9727896022303206e-13,1.6180107482089683e-14,1.5725877989321629e-24,6.98321726387954e-78,6.591135733276973e-16,0.8015470870780397,1.6603267860025071e-31,4.217455143522007e-12,1.969717659632598e-30,1.9440930450467498e-12,1.3322496882376869e-18,1.3245363389524435e-73,5.313279870814682e-13,5.474382172227119e-37,4.062183233664973e-123,2.301959454971637e-25,1.4788787017542746e-37,2.66646572483204e-64,6.543395250796969e-12,0.1968930249589786,1.524062730867691e-46,1.5980160426421596e-37,2.860483218592592e-53,1.0055974553535188e-87,3.291852226081794e-42,1.685797984455775e-15,2.435726468087943e-48,2.9433928239674296e-33,1.1512942638615289e-40,4.731290285354471e-27,1.3405412730468825e-08,1.0691149902580678e-34,1.700869210261493e-24,1.5094259915061888e-33,7.081820584746601e-28,3.2525780710379967e-25,1.5283446693195537e-62,2.459405266470846e-62,1.9269219077622244e-31,1.5560510850173727e-27,4.4264225683101186e-46,2.393885723171747e-55,6.082565829784503e-37,1.8876324331867413e-55,1.375913460562383e-33,3.9955114926883665e-21,1.2003591652493666e-20,3.407430908169935e-29,4.247949579203344e-34,1.415188938287879e-18,2.0065050945817348e-13,5.220206149748078e-32,1.795746996575886e-47,4.2917368887998475e-41,2.803204679509301e-44,3.764018029413629e-30,1.3326692220620947e-94,1.2983561770234707e-26,5.04388952882306e-38,1.6166516151719325e-48,6.824790753080906e-88,1.4502074317969527e-77,1.297309237394947e-56,1.1923404094325449e-41,9.19465993093704e-57,2.085038130795992e-39,4.992025073304985e-25,1.0507138805522648e-43,4.3291074388783555e-26,6.830695311216328e-46,1.101261230691107e-51,2.783031818992567e-47,2.402502875432339e-16,1.1090194447297124e-13,8.126842755488519e-67,2.0154503976216068e-47,1.3371084340434822e-52,0.0015598168096692358,1.171936655405928e-22,1.1049718816177238e-14,2.4279946275012802e-17,3.0786195601362793e-47,1.2169932707606728e-17,1.0130506403959038e-21,1.0094273167614553e-71,6.604290847576396e-39,1.9333547311392227e-25,1.041831533639135e-79,1.5381906191978686e-63,5.245355901816156e-38,1.7295210455916858e-78,5.7626164426425326e-08,7.84174245849983e-36,1.0796042084573314e-10,1.1569568421632237e-40,3.620245980095721e-41,2.100553324280061e-90,5.561194814894425e-30
28,1.45781913131713e-06,0.0002779753821141412,4.362060945798853e-36,4.687431702963563e-17,8.02230250098365e-93,7.65808098916658e-57,1.8457694188290006e-43,1.134139987286075e-12,0.20293295794769625,1.725415488373504e-43,8.197433590378554e-10,3.4733263971775443e-16,3.5480559145436703e-12,2.225120081368807e-18,2.4635076132634038e-26,1.3981700587692453e-118,4.372961414800848e-14,5.784138057409425e-19,9.799681480587147e-53,4.26431947556492e-11,0.0013006836666283107,1.2216997932890444e-66,1.9922073081134843e-67,2.3427469695245396e-75,1.9947638234033476e-115,2.268751620768115e-77,0.18945628632898237,2.93868389060105e-50,6.178953567628148e-59,2.6979210412739943e-69,4.2432386388411606e-60,3.8256477687859323e-22,1.2438405486881778e-55,1.1546344602516327e-33,1.6849107458869743e-52,9.117826150109656e-57,8.113107054294497e-48,3.2682371782338506e-95,3.1002689086575204e-91,2.5224086857222057e-62,2.2368396959825486e-55,0.20015237640045289,1.7887634468493467e-80,2.9312242637762855e-65,3.500635804740898e-65,3.2902776123620225e-42,3.5929251604475744e-23,6.891586389711915e-25,0.20293297574513397,3.73414242280524e-14,4.231549167950941e-25,1.1101761367117227e-24,9.07030944727106e-31,1.3900600829464764e-20,6.879356673867319e-17,3.1407338106256734e-26,1.0430737395935503e-32,1.3485418975203332e-120,2.5461640338104494e-15,3.351806925761736e-89,2.462625227702511e-56,2.907509997955911e-66,4.764149997577323e-69,2.4034679334188682e-149,1.422654548034262e-34,1.3343906070572298e-36,1.3917849140535806e-60,8.909707411004371e-75,1.200482404962567e-28,6.343331611084546e-25,5.025165888671103e-64,1.2018401308679967e-122,5.972171243050596e-98,1.4421510524141668e-32,5.992087506349457e-16,2.346398789601155e-37,2.622876395415654e-35,8.35946083251247e-70,3.995174129991073e-69,3.546164117776088e-26,1.223762844963093e-69,4.6281784339662907e-32,2.570346932029984e-105,1.6498880808845968e-22,2.0526395136894287e-31,1.1692197761791163e-26,7.970868658453323e-31,1.2439814651036901e-44,3.628369747946027e-116,6.854319992720901e-38,1.523823615490859e-30,2.848852509967167e-29,4.93157958224125e-36,1.2310081367451967e-05,0.20293297573018526,3.113964558968009e-11,2.386880967085102e-48,4.7918668450842135e-80,1.4977861946535747e-14
