id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,4.8981603980993625e-61,3.138235673008948e-59,7.662922286955571e-44,9.822268674904666e-07,5.40886402142587e-228,6.447935104360818e-136,7.455357674011768e-34,9.285401888018631e-64,7.078073406080216e-46,4.0897483889718286e-95,1.7674072304410835e-20,4.796392809094244e-66,6.660054297032537e-23,2.702427148987827e-33,1.1832726120080939e-48,2.6491654222819124e-177,6.997847805618416e-57,1.459086518001301e-59,1.6660604335557529e-52,1.451155928391426e-09,6.93773366153386e-39,1.7761251544065985e-35,3.8757186590247444e-14,5.345068603350656e-40,1.753953443507185e-36,6.416845040658152e-27,5.229741822426227e-15,1.6254727675893533e-44,1.4045793101384673e-52,7.813816247921762e-26,5.627544434997648e-13,0.46736999415291325,1.5513345900703876e-73,2.44095700722682e-35,4.192665530145091e-25,1.499197242918154e-144,7.143400476826623e-30,1.8760204608930214e-40,2.7838251392179097e-38,3.2632122207290354e-29,1.1746013721015726e-19,5.0210333878776835e-34,1.3566976492534816e-101,0.17195966117698103,6.048984543914294e-72,7.05823051918532e-30,2.385800406876961e-05,3.9920402188485554e-35,2.776397067064083e-25,2.330396105833311e-48,0.03706137713781841,0.32354949715198306,1.321640205009722e-12,4.536232681452773e-09,1.0684070344938287e-07,3.67400031963973e-11,1.924269216765381e-15,2.4940280811874774e-71,1.0554129603186552e-26,1.3332845838274567e-79,1.6034253059245524e-51,5.698403863878691e-88,2.7478673243942105e-45,2.989917471264526e-142,4.6486944948619e-44,2.8961763127233025e-30,7.591126962976973e-47,2.426813985811018e-15,1.8048229411094045e-05,6.001025608905573e-07,5.089374872525221e-25,7.140191837889559e-133,1.118953255871437e-57,3.584332830197809e-19,3.0022530229265787e-22,1.470266423967836e-44,7.165081890845058e-35,6.643226560215155e-07,4.723499389771471e-54,1.5824181038736062e-12,4.738314616623341e-56,4.783760081449622e-33,6.54778825925217e-89,4.5757674850836275e-24,1.7734266825482843e-36,3.606750650054605e-29,6.853980960627251e-19,6.6079668168160836e-09,9.858471321865987e-45,2.6040330682180747e-105,1.4703933962381697e-51,1.62350638865651e-69,9.871380835436161e-37,7.18796436394247e-42,6.497007104603232e-38,3.3139793207847656e-75,1.5198018425757267e-05,1.625141921361725e-40,3.1138896916917647e-21
7,5.254260291555014e-59,3.479102100815395e-76,3.476150756195871e-45,1.7732898284842253e-23,5.376614240371627e-246,1.619199913467071e-112,1.1931921171196247e-36,2.269861044240879e-77,1.0897481893989716e-67,2.928396437962308e-99,1.6025845768976736e-49,1.856868585772583e-72,1.436839174223321e-33,6.771578906762357e-35,4.1883068727441014e-67,4.1777684483401965e-164,1.0693401367442972e-69,1.264876065550019e-47,1.2392330737028436e-68,2.5014674310704776e-09,3.1586208225962076e-45,2.8843240221747686e-59,1.573299852626826e-31,1.101555476410234e-56,9.226958032466143e-50,2.7209942533666705e-63,1.285633283704728e-29,4.226986814237122e-59,4.8268594768899236e-51,2.9240208603167643e-32,1.8846680852332696e-26,4.815437439902972e-16,3.8149499478545136e-91,1.8948756425263037e-47,9.687487539588393e-33,8.040858151174842e-165,6.485480232448759e-46,5.122918976208214e-68,2.9558666815157465e-65,1.4552898335540425e-45,8.6025662496822e-40,1.180658588178587e-32,4.927331989451722e-117,1.5272530316240622e-19,5.755833553601713e-87,1.680251476550227e-29,8.826695986341357e-10,3.6952700251100175e-39,6.15788196586873e-31,1.2886566866171178e-50,0.9999633831190485,5.636425053684533e-13,3.459434924335382e-08,8.318631856972416e-08,1.0751174017333848e-06,2.625925970428322e-05,9.160046181321647e-06,5.412979824048985e-80,1.0437019376043928e-32,6.59287252605186e-75,3.840318592015342e-77,4.547938029943245e-121,1.5540845864973884e-54,1.0826263055438218e-120,3.0998874338536956e-43,8.655564410066051e-32,3.783047465562918e-51,6.274396048790334e-24,8.578992710009657e-14,7.408321367957711e-10,2.608597593773054e-29,1.265848295576275e-124,1.2220808905969657e-49,7.619723023503937e-32,8.567688146171133e-25,7.705035586952079e-49,2.043326270484388e-34,2.442819371973675e-34,6.5313956202491e-35,1.0526686595898398e-18,1.0218987861471922e-52,1.967830375508426e-33,9.326363436976344e-80,2.4861789585532297e-18,6.876305877755362e-30,6.164648534810033e-37,9.500027316639202e-12,5.418772172034111e-10,3.668897408684662e-64,1.1777681299528876e-96,2.111310814552087e-63,7.682170884223852e-76,2.6408222422433755e-46,8.854221840869915e-42,1.8136258033674697e-31,6.2649273061391175e-80,4.1527712399837884e-21,1.7417460127455223e-70,8.37023373024147e-22
9,0.04551026323617305,0.11998900450783506,3.684276378536673e-53,3.817375865885248e-65,6.035069671208419e-85,1.4914973619677907e-112,2.163284835157056e-54,2.57239361166216e-38,0.11941772065329814,2.7032163554849085e-10,1.940731873609276e-40,0.11998552614596471,1.3907762774607797e-51,2.8902494400893465e-15,1.2887251715909297e-35,1.0417105379466133e-188,0.11998900450109477,1.564623248560341e-47,1.1395010561779693e-73,0.11970328093072921,2.3923888160763985e-25,1.4810591047821213e-94,5.0642339297037424e-85,4.97885459297235e-134,5.292004726955421e-117,1.413410190688767e-104,0.11998858336876016,2.5203757229158388e-120,3.948907016587106e-108,3.8710350462479125e-80,6.004506333910606e-81,2.6901863460328675e-42,5.5183324895263155e-123,2.460416345973695e-62,2.71468983162633e-97,2.4454945674411302e-113,1.0958937377387696e-56,1.7065766672209264e-113,2.5364529786936657e-107,8.922276126942874e-72,5.958554778457441e-71,1.435018298096964e-22,4.790616632802336e-140,5.1283194378045015e-56,9.847180202103696e-109,1.1423828333050845e-73,3.589797848745485e-51,0.11998803222258662,0.11542858416304654,2.020206354995282e-18,2.296413067986911e-54,8.169311230881562e-58,5.490478888330989e-69,1.490547106639999e-50,6.164935684760264e-28,4.811948137132517e-46,1.60226143304662e-56,9.026743417515474e-145,6.051817485137106e-25,9.072551571116803e-116,4.705799654924118e-105,1.7684290690764034e-115,1.630214581378648e-102,5.0039699543846475e-137,5.198839739002443e-89,3.4473173301540228e-28,1.9900089060100143e-89,1.7017334372195527e-80,3.7566288936117806e-51,2.663843750627953e-44,4.1748025836941304e-61,5.562650315686717e-140,1.6968720288864115e-116,2.668677149052034e-53,1.8672488625695457e-13,1.5574718067568093e-53,9.7685059667405e-44,8.28012568403184e-71,1.4608054370733758e-70,4.629168007801525e-77,2.566473762248767e-55,1.7592709123506668e-64,3.507829007874081e-121,2.240286058859052e-59,2.1628319384772634e-50,1.4265013614318525e-19,3.9283466856235747e-66,4.0857553044425296e-40,3.3366348092796738e-90,1.3902847340771655e-57,1.8914595308233927e-105,2.790330441009228e-117,1.3047466405480726e-45,1.0154055364520278e-43,2.4310352849454314e-35,1.4482193192663026e-16,1.512025197550759e-91,1.256356284201249e-131,2.0300231949871826e-16
12,3.626794808567429e-64,1.8534539417173989e-38,2.4438653074270465e-80,1.5160111142045132e-44,3.828514055623925e-175,1.2334501329017384e-158,8.66487762600556e-96,2.7146651683532034e-56,2.0541939644944317e-22,1.4373848657781178e-93,2.9154403039697765e-22,7.203447495914504e-25,1.1467899187333859e-12,1.1329846255898264e-26,1.358974740170049e-22,1.5809331059003e-196,2.903904517631303e-14,1.6311047418087818e-42,3.862664745566744e-43,7.4665166512818785e-28,3.9139231626277865e-21,2.85032531107037e-78,3.763682467322661e-50,2.0434961250395548e-51,3.038538854769386e-82,4.380866993854654e-68,1.5786679953097828e-20,3.2023917631472927e-57,2.1552906037389696e-80,3.701629438647566e-68,5.006093529465148e-56,1.2464854740262875e-35,9.45419125654395e-116,1.9518890622872682e-91,2.0274898583531918e-47,1.9300415226578465e-150,1.5420047666721632e-77,5.2219620130122916e-80,2.7725412742748484e-92,4.893610548294383e-57,5.7127973033812655e-64,2.154304236530138e-45,1.5558537379382386e-129,6.093916046242253e-26,4.31981989705319e-89,3.2772192757045506e-94,1.9456173602631027e-50,7.257462480221254e-33,0.00034217158447644153,0.9996578284143439,3.564154924092015e-27,1.1904531681640314e-46,2.5170276090015415e-30,4.689345686753782e-19,5.168431651333588e-31,7.35529889917289e-35,8.153001896311364e-30,5.057479089945295e-101,6.16219627511856e-43,1.866228993239615e-141,8.581016323355091e-83,6.36261739409846e-134,1.4031537350256543e-54,2.8001620223123374e-198,2.5738543328363082e-48,3.132718881486293e-61,3.082378981196454e-66,5.060293656292323e-59,9.156011506692644e-42,2.881064740594492e-20,2.0043830426165646e-54,2.5627028529722312e-172,3.256926769056251e-92,1.9786260576112892e-15,3.997319530095002e-25,8.699803676963504e-78,1.667773876177839e-71,1.3191978186032105e-48,1.6879765244746574e-102,9.113707067616047e-39,3.2249978331173214e-106,5.723895930269643e-47,1.05550932572818e-160,6.70964146379792e-46,7.261291824306004e-56,1.0205985051174201e-44,1.4691090765855456e-29,6.342854041988761e-33,1.0527197008776178e-74,1.2702348673530409e-39,4.1584754456520784e-77,1.481163012265914e-53,1.2991733993761547e-57,1.8470539482387143e-20,1.463992881453634e-19,1.8127029154519194e-15,4.636395819942341e-21,4.423946265749052e-82,7.174224739018482e-40
13,5.624528737589985e-26,8.602082647021631e-44,4.513114985442838e-91,5.408457321081452e-60,5.563877409749148e-228,6.272412569117189e-149,4.209156608610204e-69,1.4734565488438413e-55,8.808202972019171e-13,1.3522234021265709e-83,9.959702605797379e-47,2.673047720515997e-36,8.91968276357325e-28,7.735157312971511e-17,2.98946087084306e-45,7.925174428213588e-207,9.484350935843324e-27,2.8859890952791124e-31,1.0617371393345912e-41,2.385705851950607e-17,0.3333445904991198,5.68876676908874e-125,1.2660742682109782e-44,8.003005274500336e-105,1.0522828276355262e-102,4.342233209206491e-83,2.472846511147605e-22,4.99217150542451e-52,8.477595374982576e-104,9.373827261171559e-70,2.055144697108494e-70,1.4449145668746107e-38,7.531139225442958e-175,8.145677499456255e-80,2.919634283692985e-74,2.7809023252577033e-100,1.3780109015176918e-64,2.6084181700425417e-111,4.593263098859995e-109,5.164893537933292e-63,1.2399909546465073e-69,3.2666881054820273e-18,4.2308932467827736e-101,4.650571916584729e-65,4.384336200584033e-59,5.381765848268084e-102,5.260921318632244e-56,1.9374312841517732e-32,2.395474873898788e-12,9.372341206064136e-61,1.8923181590257535e-36,1.6090719611411e-45,6.71059608849312e-47,1.0818827347869269e-42,2.4299654967426267e-40,3.526834390431929e-30,2.5479075834178485e-56,4.4416682553584096e-138,1.587548409795636e-21,1.2978133493193085e-118,3.797066714966195e-122,1.1941922117518256e-75,5.117476941754381e-54,1.5161252280027988e-111,5.406957431192464e-59,5.157998163561961e-53,1.2464966892895194e-40,3.6345359452833747e-57,6.03797393623414e-49,8.511927827286938e-45,7.585002219505501e-89,5.704381041511928e-162,1.771213455773679e-113,1.382997238150289e-28,4.058773991068923e-07,1.0583286815933244e-61,2.5135369930975306e-63,6.947523374247886e-69,2.9624824785083895e-44,7.328800394186975e-61,3.1584915732353826e-61,1.9180177711880017e-31,6.169146955072206e-103,3.8489361056475275e-14,4.815503656096728e-63,8.367424948080107e-73,2.391355660718938e-52,1.179876732896497e-56,2.261351951155928e-107,6.821665432943968e-57,5.706128720587027e-86,5.581190060090616e-66,1.2927089618084464e-99,0.333344538539902,0.3333104650802639,2.959718230701721e-16,1.7444700043168566e-73,1.3999015581201401e-90,8.09535590915821e-39
16,4.436147543984849e-36,9.940419189075748e-112,6.869721002522109e-52,0.8427082440023842,1.5649502186829687e-285,1.9700597394814806e-80,7.055455516477585e-38,9.014131322577511e-42,3.774668054129414e-46,5.029057236927392e-117,1.6974572543877055e-05,4.5694758746658415e-82,5.3367602201288956e-39,2.0364059963528905e-46,1.2467092829172985e-101,7.504413867277229e-181,1.400464195807894e-79,3.288669910387451e-44,4.445806449398435e-44,6.188667202713343e-55,5.279865318406387e-23,4.7176234533924646e-31,2.6672893170843503e-38,6.098267592003607e-34,7.607515728885799e-58,4.429883023462845e-50,2.2021718339254556e-44,6.119601036802041e-29,1.1271385404133897e-70,1.6746402254737362e-49,3.726879108592721e-38,3.571515419527041e-09,5.288871824771928e-94,6.338885959124176e-58,9.739796695535023e-43,5.188725924182515e-99,3.0702657366535133e-25,1.3303984708902581e-55,4.0386468513409345e-57,8.032102211019465e-28,1.987740722979217e-52,5.178560624660124e-32,7.300582592804008e-80,1.1310044094578313e-25,2.864081240344314e-48,4.5579383465405626e-46,5.04451450755943e-10,1.1043582668380974e-86,1.928104308163075e-49,3.8551395808435563e-69,1.62832808408583e-12,0.15727465507684593,1.2227037770629923e-07,4.1310736171164223e-22,6.343825969508101e-15,1.0488981735490395e-13,3.838480221909413e-39,1.017784648352952e-91,4.533335392804539e-18,4.304394372430963e-83,2.3836172173526533e-58,5.162822722547595e-68,4.6293234406959653e-42,1.7469063775236233e-147,5.547047838583695e-32,1.2064590410203954e-31,4.9715638051980817e-48,2.746848179621622e-36,1.705754658338703e-16,1.41710609001755e-13,6.1500687688529e-39,7.77510412610424e-113,1.1865298821411652e-87,1.1490077038879519e-18,5.59942455463825e-22,1.6405212012642741e-53,8.205054357768355e-38,2.0390157218541252e-44,1.0562956441281439e-91,9.717633628831947e-22,1.272415564933786e-66,3.3901271527369703e-26,5.704498737317261e-105,4.868960367876931e-17,3.72868094894396e-24,1.2295923993498773e-51,9.796018998141127e-24,4.426451697694325e-30,1.1407483007093623e-51,3.088227322134071e-89,1.2006035487667488e-60,5.221322175263547e-41,1.54903578909223e-37,1.0149314253894982e-19,2.22681746971199e-19,4.9547311469384374e-85,7.282581536093663e-23,1.9817333482855787e-35,2.4251582391993326e-54
19,4.135048044760487e-55,2.2130052444628472e-77,7.085380872464542e-59,0.00012785343721345715,3.77971783465869e-280,2.765260041762771e-128,4.404195643751726e-54,2.061229508158809e-55,1.4257050855636151e-33,2.0181926572997534e-112,2.2911346866267456e-27,6.817898115876161e-69,2.931626647052372e-17,6.20755719813891e-46,2.297889229370767e-75,9.346072475703514e-179,9.33270752588599e-65,1.2820383496218634e-41,3.0754526801191744e-49,2.034156885960119e-25,5.561338298554588e-27,1.1521704102897797e-49,4.227703551622779e-12,3.2179372929395447e-22,4.9766846632227915e-33,1.0412574623990736e-34,1.6356265619729645e-15,3.570139803939495e-40,1.727466363980531e-59,9.884656756268532e-41,3.568687523764025e-35,3.5537931619197674e-10,4.4912613342044776e-96,1.2771973605660238e-59,4.8899417299602205e-42,1.930277535793481e-172,1.2816226511970738e-38,1.708884603708751e-52,2.264426286429245e-61,6.202424768740842e-25,8.113370453778604e-34,2.061099161366665e-34,4.287090822862553e-105,0.0005906420865462726,5.438720384378691e-77,6.643688578435098e-48,0.08444587543160194,1.7261885742276849e-56,1.7815778620676773e-29,1.1434797497131221e-55,5.373421171869598e-05,0.8860419225847707,3.418321410961088e-09,1.4729880944607981e-08,7.057629559903348e-07,4.284475617067997e-08,1.951130337614194e-11,1.8682297308779038e-96,3.711737522028245e-29,1.687571358353508e-65,2.4814737334881577e-59,1.4309843034123484e-76,2.1006535872695996e-46,4.997982467002543e-119,2.8686873547738606e-23,6.988272425868271e-22,7.08639124163631e-51,1.3831870013199628e-14,9.340172217922966e-14,0.02871615705299051,9.894647691656252e-15,5.2405043946433004e-123,7.232640505759619e-51,4.1585575794319515e-21,1.0578356055850685e-25,2.1398085024782052e-32,1.255456107578268e-18,1.2561079117606958e-28,2.5431823121819094e-44,5.04964077089441e-28,8.984759789598369e-66,3.880303899831388e-26,1.0777017755856788e-72,1.3006924096059396e-07,2.441554558443664e-29,2.176330424118957e-33,2.6677217620800977e-12,5.280800639036197e-10,6.024928637574188e-59,2.742843887066655e-105,7.419652770859696e-59,5.444387057927879e-66,1.198955822532217e-66,1.1510703511409299e-29,3.8454701407150166e-19,9.647219985704833e-61,2.2917460017958744e-05,3.340460253511883e-45,7.409098197974371e-33
23,2.0112351787893562e-111,1.4342483539097296e-88,0.49995348297343684,3.3705296493257623e-26,3.5335085758900154e-203,3.170405681046103e-97,3.4376893721497428e-37,8.672095882062433e-80,2.3016431161525472e-68,1.5948118294310661e-108,3.32551065709676e-30,3.845267869974786e-109,1.922849217492517e-93,6.28339331286072e-88,2.570668806629312e-123,5.281445360006143e-117,3.421295041788056e-83,1.4300686356487308e-98,3.383146412557111e-80,1.6686538875563155e-64,1.2118826212859095e-92,4.0558527339738104e-52,7.47398994951698e-22,1.3890146158418408e-44,7.308624973491777e-57,2.5643802727883537e-43,4.361775787062749e-77,7.829178827893674e-64,0.5000465169020242,7.46823128918674e-14,3.3051365278005555e-25,2.3079275454979963e-17,7.274264419815465e-85,2.6608040630723964e-72,2.854243107841186e-24,2.9241439994272915e-139,5.956539344428943e-56,8.11682014208161e-45,2.6302129683409232e-51,3.851250887884098e-29,1.6737345184377774e-24,5.007269043209333e-131,7.423862808617499e-117,5.506106313158005e-27,8.289704830657819e-86,6.608175512714763e-74,1.4995255201889618e-43,4.790882235849473e-101,7.595056439131761e-109,5.3806307771365646e-74,1.4848459795724814e-39,2.0015569583019692e-48,7.213016259868433e-55,1.0936527998051932e-59,6.313103199545624e-55,9.803020092601487e-28,1.0812831571523116e-16,7.434229328043067e-84,6.7540801361099935e-90,2.597282217575597e-50,1.2123373725430549e-95,3.484922967302985e-128,1.248209117711315e-69,5.904400455757509e-113,5.508075608031159e-65,2.6113037523861345e-61,6.916788700007381e-62,1.0250337080427027e-13,1.553100952248026e-19,3.3046316502414243e-21,9.512457960764324e-11,1.6025263071326325e-134,4.758040006611507e-37,8.117042287400064e-36,2.0479277686422333e-85,9.579473535323454e-119,6.394213438397067e-42,3.9304752551619604e-39,1.0774572516727459e-42,6.240506788676988e-52,4.282245174202051e-51,3.881468019730487e-44,3.323910824075834e-72,9.934132725870482e-72,9.123103787337515e-60,9.361809365024561e-68,6.500629591480453e-40,3.233494014400019e-19,1.3094982792800508e-40,4.863411512115115e-104,3.419681190736106e-54,4.4141130711195457e-131,7.369518150762596e-56,3.9952237536233476e-78,9.02500271608984e-82,9.224924898571675e-122,2.9237119871837785e-11,5.163984016687488e-77,7.541425159299986e-39
24,6.602296783756677e-51,2.3004243800757345e-36,1.0157338039359259e-43,2.197335330946414e-27,8.201102274292028e-201,3.438544526352878e-150,1.7510813663285092e-29,1.2089518792479864e-60,3.714002096389293e-30,3.6405319302507223e-79,4.411247827832413e-08,7.974832479310945e-19,6.218512133390511e-66,1.730047640897878e-24,1.5501796444810892e-30,2.4765206842550335e-162,2.825840719481747e-27,3.2269520538978494e-61,2.606011890721931e-65,0.9998310674441481,9.841212421780442e-07,1.1264071928164759e-65,9.18346895290176e-41,7.747058183428306e-59,6.909271546684577e-90,1.2683533332510491e-48,5.730764499803185e-31,5.193697081174156e-65,2.675549014263835e-51,1.4786066200431222e-30,7.151525180891317e-29,0.00014869737930554153,2.6015203993483035e-64,3.284367675669281e-12,9.968207027865587e-31,1.8481237748186103e-137,2.64471513366251e-63,5.3869794075810116e-58,9.639956148875558e-68,3.131949651687653e-32,1.811131836976819e-23,6.340354735571687e-55,1.6659123316059304e-97,2.203042386917141e-36,2.6023816137923653e-81,3.1202253841687143e-24,4.0306325506402003e-22,1.2588077334715211e-20,4.504881305337203e-32,7.093789420112806e-25,5.849069739957929e-07,6.145537619753351e-06,3.1634070790072467e-28,5.245187622347017e-45,7.66806657455327e-29,4.3928132576770645e-35,2.7003046855900254e-32,3.4934860960145444e-92,2.8167071792238546e-51,2.3386104589541134e-87,7.754579618007403e-44,9.69249483941883e-137,2.823753205454561e-87,5.292869986682862e-130,1.6815861502024174e-49,1.8173935414913656e-55,2.9022004794193027e-55,1.4862329281593556e-17,1.0394972700021542e-36,1.426551601960083e-22,7.991336550878269e-54,1.2994073693252942e-172,9.056527645633153e-44,1.6558604805388453e-16,4.38792425414519e-06,8.243370403941872e-88,7.748126599742805e-66,5.733063275711799e-45,4.316946554747758e-17,3.2090142417280635e-30,6.304442747049586e-58,5.878011165658925e-41,1.741511580085695e-95,3.641763283216415e-25,1.0340247765116781e-11,6.167397635555722e-85,6.455601646865306e-31,3.882486722622753e-15,2.0512857767392642e-73,1.3186466651719268e-75,1.263673325146868e-32,2.694982158147657e-75,8.088560349210076e-06,7.015867541365172e-53,3.118951601759477e-23,2.30980928770057e-53,1.448308857450398e-37,2.2534883995539235e-89,4.0894891173342807e-47
28,9.188105996974406e-34,9.60838419336069e-34,2.7433805612609533e-57,7.240336160853143e-24,6.935074174012257e-166,6.534787866194648e-86,6.839022100791494e-49,2.617477288279523e-31,1.919880792483118e-14,1.114637554672203e-47,1.6742590104259248e-17,7.675762005230562e-36,2.425664174070926e-10,5.781586123741659e-40,3.6499608841728096e-50,5.555710663439907e-186,5.164221358851817e-29,5.6555611158331604e-39,1.332027769515963e-70,4.877949336500585e-22,4.6296814081253426e-17,1.3224218518490946e-81,3.4253907202947445e-82,1.273797818834642e-88,2.002822939847656e-132,2.4220069263462053e-90,1.884405706454365e-08,2.57191895146039e-62,2.3366841024782927e-104,8.822341949983272e-89,1.3870535296350966e-73,2.1159608572958424e-25,2.0296334222777862e-91,7.769375982660327e-53,1.813478495419598e-71,1.3249701689813665e-85,4.806631442617109e-66,2.579140859692425e-121,3.2361320231135983e-106,7.746028833636293e-76,4.4832226326462056e-69,4.966723968726121e-09,1.4980772524257783e-97,1.2130692983875128e-81,1.426028355680419e-77,1.26830890469135e-62,3.456604265363763e-27,1.84367798609953e-49,0.9999998262784004,1.675374515359387e-54,2.8016021378033396e-34,1.935482568745699e-36,1.0280608965594525e-38,1.2126679682888263e-29,1.8086004742186285e-27,3.0168410484075866e-32,1.0831077013794577e-53,3.187636794455677e-142,1.4010053378062975e-30,1.2283354821327025e-122,5.032052177664278e-69,6.269983436479254e-92,4.519731657472648e-81,1.8584489796185831e-193,4.090821343809408e-49,1.0185907948690913e-48,1.066097348738309e-71,2.1844686977886646e-88,5.638248908708335e-38,2.002624758623642e-40,2.6918271253372952e-83,3.996495770874816e-142,1.4317504641473393e-134,8.002665337775105e-48,3.1559404940196653e-18,2.7454047468331055e-48,4.8808534494898605e-47,1.8978858239800607e-84,5.383824228935297e-87,1.5438738989403736e-39,1.0994129151645278e-89,1.1349145196076243e-45,1.3656591690265085e-137,1.3419017755977788e-30,1.0754455527345817e-42,9.609140581142091e-34,1.2875827354019134e-44,3.4125936097492996e-67,1.0015188189765525e-145,1.0791144718152092e-61,1.5477014104901617e-68,1.662494701118125e-36,3.427857867693995e-60,7.752439794915214e-21,1.496682330054771e-07,1.5265102204070566e-33,1.123454197814441e-56,9.95616074741882e-91,2.0145721977343596e-26
